-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.17,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.05,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.17,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.17,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.05,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.05,-0.98
-0.18,-0.05,-0.98
-0.18,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.97
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.18,-0.05,-0.98
-0.18,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.17,-0.05,-0.98
-0.18,-0.05,-0.98
-0.18,-0.05,-0.98
-0.18,-0.05,-0.98
-0.18,-0.05,-0.98
-0.18,-0.05,-0.98
-0.18,-0.05,-0.98
-0.18,-0.05,-0.98
-0.18,-0.05,-0.98
-0.18,-0.05,-0.98
-0.18,-0.05,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.17,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.05,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.97
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.97
-0.18,-0.04,-0.97
-0.18,-0.04,-0.97
-0.18,-0.04,-0.97
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.97
-0.18,-0.04,-0.97
-0.18,-0.04,-0.97
-0.18,-0.04,-0.97
-0.18,-0.04,-0.97
-0.18,-0.04,-0.97
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.03,-0.98
-0.18,-0.03,-0.98
-0.19,-0.03,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.19,-0.03,-0.98
-0.18,-0.03,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.97
-0.19,-0.04,-0.97
-0.19,-0.04,-0.97
-0.19,-0.04,-0.97
-0.18,-0.04,-0.97
-0.19,-0.04,-0.98
-0.19,-0.04,-0.98
-0.18,-0.04,-0.97
-0.18,-0.04,-0.98
-0.19,-0.04,-0.98
-0.18,-0.03,-0.98
-0.18,-0.03,-0.98
-0.18,-0.03,-0.97
-0.18,-0.04,-0.97
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.97
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
-0.19,-0.04,-0.98
-0.19,-0.04,-0.98
-0.19,-0.04,-0.98
-0.19,-0.04,-0.98
-0.19,-0.04,-0.98
-0.18,-0.04,-0.98
-0.18,-0.04,-0.98
